speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
barswa,Golondrina bermeja,Hirundo rustica,L606243,Humedal Tres Puentes,2022-01-04 18:51,7.0,-53.1162328,-70.8813,True,False,False,S100125854,
corpip1,Bailarín chico común,Anthus correndera,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,False,False,S100125854,
saffin,Chirihue azafrán,Sicalis flaveola,L12433993,"767 Bernardo O'Higgins, Villarrica, Araucanía, CL (-39.279, -72.223)",2022-01-04 18:20,1.0,-39.2791296,-72.2227514,True,False,True,S100118220,
sctear1,Bandurrilla común,Upucerthia dumetaria,L17328347,"Zoo Linares, Linares CL-Maule",2022-01-04 18:08,1.0,-35.862398,-71.549965,True,False,True,S100121597,
ameoys,Pilpilén común,Haematopus palliatus,L3087161,Río Curanilahue--Desembocadura,2022-01-04 18:01,2.0,-35.8071781,-72.5711882,True,False,False,S100119990,
eleter1,Gaviotín elegante,Thalasseus elegans,L3087161,Río Curanilahue--Desembocadura,2022-01-04 18:01,1.0,-35.8071781,-72.5711882,True,False,False,S100119990,
pibgre,Picurio,Podilymbus podiceps,L10235573,Tacamó Bajo--Laguna Gimpel,2022-01-04 17:46,1.0,-40.6292578,-73.0310932,True,False,False,S100117444,
amekes,Cernícalo,Falco sparverius,L10235573,Tacamó Bajo--Laguna Gimpel,2022-01-04 17:46,1.0,-40.6292578,-73.0310932,True,False,False,S100117444,
slbpar1,Choroy,Enicognathus leptorhynchus,L10235573,Tacamó Bajo--Laguna Gimpel,2022-01-04 17:46,14.0,-40.6292578,-73.0310932,True,False,False,S100117444,
sedwre,Chercán de las vegas,Cistothorus platensis,L10235573,Tacamó Bajo--Laguna Gimpel,2022-01-04 17:46,1.0,-40.6292578,-73.0310932,True,False,False,S100117444,
yewbla2,Trile,Agelasticus thilius,L10235573,Tacamó Bajo--Laguna Gimpel,2022-01-04 17:46,8.0,-40.6292578,-73.0310932,True,False,False,S100117444,
blaoys1,Pilpilén negro,Haematopus ater,L12642862,Caleta Bahía Salada,2022-01-04 17:30,1.0,-27.6272745,-70.905088,True,False,False,S100123147,
whimbr,Zarapito común,Numenius phaeopus,L12642862,Caleta Bahía Salada,2022-01-04 17:30,12.0,-27.6272745,-70.905088,True,False,False,S100123147,
rudtur,Playero vuelvepiedras,Arenaria interpres,L12642862,Caleta Bahía Salada,2022-01-04 17:30,2.0,-27.6272745,-70.905088,True,False,False,S100123147,
sander,Playero blanco,Calidris alba,L12642862,Caleta Bahía Salada,2022-01-04 17:30,12.0,-27.6272745,-70.905088,True,False,False,S100123147,
grygul,Gaviota garuma,Leucophaeus modestus,L12642862,Caleta Bahía Salada,2022-01-04 17:30,400.0,-27.6272745,-70.905088,True,False,False,S100123147,
incter1,Gaviotín monja,Larosterna inca,L17329439,"F-218, Ritoque, Valparaíso, CL (-32.828, -71.528)",2022-01-04 17:30,1.0,-32.8277838,-71.5284805,True,False,True,S100128066,
snoegr,Garza chica,Egretta thula,L17329439,"F-218, Ritoque, Valparaíso, CL (-32.828, -71.528)",2022-01-04 17:30,9.0,-32.8277838,-71.5284805,True,False,True,S100128066,
perpel1,Pelícano de Humboldt,Pelecanus thagus,L12642862,Caleta Bahía Salada,2022-01-04 17:30,500.0,-27.6272745,-70.905088,True,False,False,S100123147,
rutpla1,Rara,Phytotoma rara,L17329439,"F-218, Ritoque, Valparaíso, CL (-32.828, -71.528)",2022-01-04 17:30,1.0,-32.8277838,-71.5284805,True,False,True,S100128066,
magoys1,Pilpilén austral,Haematopus leucopodus,L17336114,"CL (-52.696, -71.712)",2022-01-04 17:23,,-52.6963721,-71.71195,True,False,True,S100177281,
dabcin1,Churrete patagónico,Cinclodes patagonicus,L17336114,"CL (-52.696, -71.712)",2022-01-04 17:23,,-52.6963721,-71.71195,True,False,True,S100177281,
belgul,Gaviota peruana,Larus belcheri,L4950100,Parque de los Eventos,2022-01-04 17:15,3.0,-23.6288572,-70.3969869,True,False,False,S100117876,
pasfin1,Cometocino patagónico,Phrygilus patagonicus,L17333626,"Cochamo, Los Lagos, CL (-41,684, -72,324)",2022-01-04 17:12,7.0,-41.6837509,-72.3242307,True,False,True,S100162211,
cocher1,Garza cuca,Ardea cocoi,L13224576,"Laguna De Batuco, Lampa CL-Santiago (-33.2074,-70.8256)",2022-01-04 17:00,2.0,-33.207351,-70.825636,True,False,True,S104890470,
burowl,Pequén,Athene cunicularia,L13224576,"Laguna De Batuco, Lampa CL-Santiago (-33.2074,-70.8256)",2022-01-04 17:00,2.0,-33.207351,-70.825636,True,False,True,S104890470,
seacin1,Churrete costero,Cinclodes nigrofumosus,L504840,Caleta Chañaral,2022-01-04 17:00,1.0,-29.0776256,-71.4902687,True,False,False,S100455892,
mcrtyr1,Siete colores,Tachuris rubrigastra,L13224576,"Laguna De Batuco, Lampa CL-Santiago (-33.2074,-70.8256)",2022-01-04 17:00,6.0,-33.207351,-70.825636,True,False,True,S104890470,
comgal1,Tagüita del norte,Gallinula galeata,L7730409,Laguna Quenuir bajo,2022-01-04 16:37,1.0,-41.594227,-73.671042,True,True,False,S100132058,
whwcoo1,Tagua chica,Fulica leucoptera,L7730409,Laguna Quenuir bajo,2022-01-04 16:37,1.0,-41.594227,-73.671042,True,False,False,S100132058,
bknsti,Perrito,Himantopus mexicanus,L7730409,Laguna Quenuir bajo,2022-01-04 16:37,15.0,-41.594227,-73.671042,True,False,False,S100132058,
whfibi,Cuervo de pantano común,Plegadis chihi,L7730409,Laguna Quenuir bajo,2022-01-04 16:37,1.0,-41.594227,-73.671042,True,False,False,S100132058,
wrlrus1,Trabajador,Phleocryptes melanops,L7730409,Laguna Quenuir bajo,2022-01-04 16:37,2.0,-41.594227,-73.671042,True,False,False,S100132058,
ruhgoo1,Canquén colorado,Chloephaga rubidiceps,L2359398,"Centro de Rehabilitación de Aves Leñadura, Punta Arenas, XII Región, Chile",2022-01-04 16:13,6.0,-53.215324,-70.950096,True,False,True,S100197330,
magpen1,Pingüino de Magallanes,Spheniscus magellanicus,L5751020,Río de las Minas--Desembocadura,2022-01-04 16:04,1.0,-53.1630859,-70.8897972,True,False,False,S100116802,
impcor1,Cormorán imperial,Leucocarbo atriceps,L5751020,Río de las Minas--Desembocadura,2022-01-04 16:04,50.0,-53.1630859,-70.8897972,True,False,False,S100116802,
commin1,Minero común,Geositta cunicularia,L482297,SN Humedales del Río Maullín--Humedal Las Lajas,2022-01-04 15:30,1.0,-41.5831895,-73.6756253,True,False,False,S100539205,
spfgal1,Tagüita común,Porphyriops melanops,L15657575,Laguna Santa Delia,2022-01-04 15:26,3.0,-40.6409646,-73.0090505,True,False,False,S100117477,
strwoo6,Carpinterito,Dryobates lignarius,L15657575,Laguna Santa Delia,2022-01-04 15:26,1.0,-40.6409646,-73.0090505,True,False,False,S100117477,
cintea,Pato colorado,Spatula cyanoptera,L17335795,"Ruta S/R Balneario Coya, Maria Elena, Antofagasta, CL (-22.397, -69.529)",2022-01-04 15:14,1.0,-22.3971329,-69.5286291,True,False,True,S100175183,
slccoo1,Tagua andina,Fulica ardesiaca,L17335795,"Ruta S/R Balneario Coya, Maria Elena, Antofagasta, CL (-22.397, -69.529)",2022-01-04 15:14,7.0,-22.3971329,-69.5286291,True,False,True,S100175183,
greyel,Pitotoy grande,Tringa melanoleuca,L17335795,"Ruta S/R Balneario Coya, Maria Elena, Antofagasta, CL (-22.397, -69.529)",2022-01-04 15:14,1.0,-22.3971329,-69.5286291,True,False,True,S100175183,
osprey,Águila pescadora,Pandion haliaetus,L16906978,"Segunda Oriente Playa, Cartagena, Valparaíso, CL (-33.532, -71.6)",2022-01-04 15:11,1.0,-33.5324698,-71.5996961,True,True,True,S100103605,
ocftap1,Churrín de la Mocha,Eugralla paradoxa,L15394219,Río Cruces Cayumapu,2022-01-04 14:59,1.0,-39.7190525,-73.2063515,True,False,True,S103468742,
magtap1,Churrín del sur,Scytalopus magellanicus,L15394219,Río Cruces Cayumapu,2022-01-04 14:59,1.0,-39.7190525,-73.2063515,True,False,True,S103468742,
petkne1,Chorlo cabezón,Hesperoburhinus superciliaris,L684533,Valle del Río Lluta--Curso inferior,2022-01-04 14:36,5.0,-18.4107674,-70.2204037,True,False,False,S100105416,
cinhar1,Vari ceniciento,Circus cinereus,L17324372,"V-510, Los Muermos, Los Lagos, CL (-41,506, -73,744)",2022-01-04 14:36,,-41.5057662,-73.7444611,True,False,True,S100100706,
calqua,Codorniz,Callipepla californica,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,5.0,-33.6198013,-71.6275442,True,False,False,S101980771,N
refcoo1,Tagua de frente roja,Fulica rufifrons,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,2.0,-33.6198013,-71.6275442,True,False,False,S101980771,
blkrai,Pidencito,Laterallus jamaicensis,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,2.0,-33.6198013,-71.6275442,True,True,False,S101980771,
bkbplo,Chorlo ártico,Pluvialis squatarola,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,12.0,-33.6198013,-71.6275442,True,False,False,S101980771,
semplo,Chorlo semipalmado,Charadrius semipalmatus,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,13.0,-33.6198013,-71.6275442,True,False,False,S101980771,
colplo1,Chorlo de collar,Anarhynchus collaris,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,5.0,-33.6198013,-71.6275442,True,False,False,S101980771,
redkno,Playero ártico,Calidris canutus,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,12.0,-33.6198013,-71.6275442,True,True,False,S101980771,
blkski,Rayador,Rynchops niger,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,300.0,-33.6198013,-71.6275442,True,False,False,S101980771,
ticdor1,Pájaro amarillo,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2022-01-04 14:14,1.0,-33.6198013,-71.6275442,True,True,False,S101980771,
robpoc1,Pato negro,Netta peposaca,L2380967,Humedal Embalse Idahue,2022-01-04 13:38,2.0,-34.4741561,-71.1998606,True,True,False,S100105841,
lakduc1,Pato rana de pico delgado,Oxyura vittata,L2380967,Humedal Embalse Idahue,2022-01-04 13:38,2.0,-34.4741561,-71.1998606,True,False,False,S100105841,
categr1,Garza bueyera,Ardea ibis,L2380967,Humedal Embalse Idahue,2022-01-04 13:38,60.0,-34.4741561,-71.1998606,True,False,False,S100105841,
relcor1,Lile,Poikilocarbo gaimardi,L8639834,Ferry La Arena-Puelche,2022-01-04 13:22,1.0,-41.7120605,-72.6530459,True,False,False,S100096144,
easkin,Suirirí boreal,Tyrannus tyrannus,L17329393,Huasco,2022-01-04 12:30,1.0,-28.4659992,-71.2171547,True,True,True,S100128377,
bthhue1,Hued-hued del sur,Pteroptochos tarnii,L17329970,"Vía sin nombre, Fresia, Los Lagos, CL (-41,249, -73,538)",2022-01-04 12:18,1.0,-41.2486066,-73.5382498,True,False,True,S100132538,
bichaw4,Peuquito,Astur chilensis,L17333449,Quebrada de las Petras,2022-01-04 12:13,5.0,-33.3832807,-71.6789756,True,True,False,S100161099,
whttre2,Comesebo grande,Pygarrhichas albogularis,L17333449,Quebrada de las Petras,2022-01-04 12:13,1.0,-33.3832807,-71.6789756,True,False,False,S100161099,
fiediu1,Diucón,Pyrope pyrope,L17358385,Laguna La Pepa,2022-01-04 12:08,1.0,-47.163497,-72.4156125,True,False,True,S100307740,
auspar1,Cachaña,Enicognathus ferrugineus,L17323406,"Parque Nacional Torres del Paine, Torres del Paine CL-Magallanes y de la Antártica Chilena -50.97101, -72.87413",2022-01-04 12:04,1.0,-50.971014,-72.874133,True,False,True,S100094781,
grhowl2,Tucúquere,Bubo magellanicus,L18417458,"Chena, San Bernardo",2022-01-04 12:00,1.0,-33.6179756,-70.7486324,True,False,True,S106541111,
angpet1,Petrel gigante antártico,Macronectes giganteus,L2295108,Reserva Punta Curiñanco--Mirador chungungo,2022-01-04 11:57,4.0,-39.7180562,-73.4103173,True,False,False,S100095820,
pifshe,Fardela blanca,Ardenna creatopus,L2295108,Reserva Punta Curiñanco--Mirador chungungo,2022-01-04 11:57,12.0,-39.7180562,-73.4103173,True,False,False,S100095820,
sooshe,Fardela negra,Ardenna grisea,L2295108,Reserva Punta Curiñanco--Mirador chungungo,2022-01-04 11:57,200.0,-39.7180562,-73.4103173,True,False,False,S100095820,
perboo1,Piquero de Humboldt,Sula variegata,L2295108,Reserva Punta Curiñanco--Mirador chungungo,2022-01-04 11:57,1.0,-39.7180562,-73.4103173,True,False,False,S100095820,
twbplo1,Chorlo de doble collar,Anarhynchus falklandicus,L13757486,Ex Chipera costanera,2022-01-04 11:49,10.0,-53.1299143,-70.8542457,True,False,False,S100091076,
bkbalb,Albatros de ceja negra,Thalassarche melanophris,L13757486,Ex Chipera costanera,2022-01-04 11:49,1.0,-53.1299143,-70.8542457,True,False,False,S100091076,
magcor1,Cormorán de las rocas,Leucocarbo magellanicus,L2887320,Parque Chabunco,2022-01-04 10:49,1.0,-52.9911014,-70.8164549,True,False,False,S206784368,
lesrhe2,Suri/Ñandú,Rhea pennata,L4104400,Cerro Castillo,2022-01-04 10:47,1.0,-51.2562772,-72.3474978,True,False,False,S108967605,
andcon1,Cóndor,Vultur gryphus,L17358187,"Cochrane, Aysén, CL (-47,175, -72,373)",2022-01-04 10:34,2.0,-47.17511,-72.3725967,True,False,True,S100306391,
magwoo1,Carpintero negro,Campephilus magellanicus,L17358187,"Cochrane, Aysén, CL (-47,175, -72,373)",2022-01-04 10:34,3.0,-47.17511,-72.3725967,True,False,True,S100306391,
silgre1,Blanquillo,Podiceps occipitalis,L6200039,Humedal de Millahue,2022-01-04 10:33,110.0,-34.5409739,-71.2298329,True,True,False,S100105868,
moutur1,Turca,Pteroptochos megapodius,L6200039,Humedal de Millahue,2022-01-04 10:33,1.0,-34.5409739,-71.2298329,True,False,False,S100105868,
whthaw1,Aguilucho chico,Buteo albigula,L1147111,Farellones,2022-01-04 10:15,1.0,-33.3520394,-70.3129292,True,False,False,S100103093,
maspet,Golondrina de mar negra,Hydrobates markhami,L14954137,"Camarones, Arica y Parinacota, CL (-18.901, -70.183)",2022-01-04 10:11,1.0,-18.9011047,-70.1828422,True,False,True,S100544173,
spwpig3,Paloma manchada,Patagioenas maculosa,L1048923,Molinos,2022-01-04 09:42,34.0,-18.3821935,-69.9457765,True,False,False,S100105097,
crgdov1,Tortolita quiguagua,Columbina cruziana,L1048923,Molinos,2022-01-04 09:42,6.0,-18.3821935,-69.9457765,True,False,False,S100105097,
grbani,Matacaballos,Crotophaga sulcirostris,L1048923,Molinos,2022-01-04 09:42,8.0,-18.3821935,-69.9457765,True,False,False,S100105097,
andswi1,Vencejo chico,Aeronautes andecolus,L1048923,Molinos,2022-01-04 09:42,3.0,-18.3821935,-69.9457765,True,False,False,S100105097,
pershe2,Picaflor de Cora,Thaumastura cora,L1048923,Molinos,2022-01-04 09:42,7.0,-18.3821935,-69.9457765,True,False,False,S100105097,
verfly,Saca-tu-real,Pyrocephalus rubinus,L1048923,Molinos,2022-01-04 09:42,14.0,-18.3821935,-69.9457765,True,False,False,S100105097,
hoosis1,Jilguero peruano,Spinus magellanicus,L1048923,Molinos,2022-01-04 09:42,8.0,-18.3821935,-69.9457765,True,False,False,S100105097,
permea1,Loica peruana,Leistes bellicosus,L1048923,Molinos,2022-01-04 09:42,5.0,-18.3821935,-69.9457765,True,False,False,S100105097,
baytan3,Naranjero,Rauenia bonariensis,L1048923,Molinos,2022-01-04 09:42,1.0,-18.3821935,-69.9457765,True,False,False,S100105097,
cincon1,Comesebo chico,Conirostrum cinereum,L1048923,Molinos,2022-01-04 09:42,11.0,-18.3821935,-69.9457765,True,False,False,S100105097,
slbfin3,Pizarrita,Xenospingus concolor,L1048923,Molinos,2022-01-04 09:42,2.0,-18.3821935,-69.9457765,True,False,False,S100105097,
blbgra1,Negrillo,Volatinia jacarina,L1048923,Molinos,2022-01-04 09:42,19.0,-18.3821935,-69.9457765,True,False,False,S100105097,
chtsee1,Corbatita del norte,Sporophila telasco,L1048923,Molinos,2022-01-04 09:42,41.0,-18.3821935,-69.9457765,True,True,False,S100105097,
gyfcin1,Churrete chico,Cinclodes oustaleti,L7126402,San José--Costa,2022-01-04 08:54,3.0,-41.7856722,-73.1910768,True,False,False,S100106799,
flistd1,Quetru no volador,Tachyeres pteneres,L1118191,Llicaldad,2022-01-04 08:30,1.0,-42.5069548,-73.787169,True,False,False,S125739984,
pafear1,Bandurrilla de los bosques,Upucerthia saturatior,L17322128,"Los Lagos, Los Ríos, CL (-39,864, -72,334)",2022-01-04 08:25,1.0,-39.864385,-72.334377,True,False,True,S100087068,
speduc2,Pato anteojillo,Speculanas specularis,L17251500,Lagunas en 2ª Faja Pitrufquen,2022-01-04 08:20,4.0,-39.0436622,-72.6533285,True,False,True,S100090991,
torduc1,Pato cortacorrientes,Merganetta armata,L1259323,PN Torres del Paine--Trek a mirador Torres del Paine,2022-01-04 08:13,4.0,-50.9522225,-72.9245854,True,False,False,S100992257,
dafgrt1,Dormilona tontita,Muscisaxicola maclovianus,L1259323,PN Torres del Paine--Trek a mirador Torres del Paine,2022-01-04 08:13,2.0,-50.9522225,-72.9245854,True,False,False,S100992257,
wbgtyr1,Dormilona de ceja blanca,Muscisaxicola albilora,L1259323,PN Torres del Paine--Trek a mirador Torres del Paine,2022-01-04 08:13,1.0,-50.9522225,-72.9245854,True,False,False,S100992257,
whrsan,Playero de lomo blanco,Calidris fuscicollis,L7691040,Puerto Natales--Costanera Sector Sur,2022-01-04 08:10,38.0,-51.7448025,-72.4896205,True,False,False,S100083577,
perter2,Gaviotín chico,Sternula lorata,L21748904,Pampa 1,2022-01-04 08:00,1.0,-23.0486752,-70.3592795,True,True,True,S123677623,
plurai1,Pidén común,Pardirallus sanguinolentus,L6517732,"Huitag, Lago Calafquén",2022-01-04 07:32,3.0,-39.5169318,-72.2751638,True,False,True,S100146305,
whcpin,Pato gargantillo,Anas bahamensis,L13875547,Humedales de La Capilla,2022-01-04 07:11,4.0,-34.4885075,-70.9402959,True,False,False,S100082946,
btsfin1,Platero,Rhopospina alaudina,L13875547,Humedales de La Capilla,2022-01-04 07:11,1.0,-34.4885075,-70.9402959,True,False,False,S100082946,
gryfin1,Chirihue común,Sicalis luteola,L17340060,"Esmeralda 582, Perquenco CL-La Araucanía (-38.4205,-72.3797)",2022-01-05 23:42,2.0,-38.420518,-72.379653,True,False,True,S100202073,
chifla1,Flamenco chileno,Phoenicopterus chilensis,L17339645,"Ruta 9 N: Punta Arenas - Puerto Natales - Río Baguales, Punta Arenas CL-Magallanes and Antartica Chilena (-53.0493,-70.8554)",2022-01-05 22:20,6.0,-53.049295,-70.855381,True,False,True,S100199344,
eardov1,Tórtola,Zenaida auriculata,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,1.0,-43.6083783,-71.8178073,True,False,True,S100199252,
soulap1,Queltehue común,Vanellus chilensis,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,1.0,-43.6083783,-71.8178073,True,False,True,S100199252,
rinkin1,Martín pescador,Megaceryle torquata,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,1.0,-43.6083783,-71.8178073,True,False,True,S100199252,
chicar1,Tiuque,Daptrius chimango,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,2.0,-43.6083783,-71.8178073,True,False,True,S100199252,
bthhue1,Hued-hued del sur,Pteroptochos tarnii,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,1.0,-43.6083783,-71.8178073,True,False,True,S100199252,
chutap1,Chucao,Scelorchilus rubecula,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,2.0,-43.6083783,-71.8178073,True,False,True,S100199252,
buwcin1,Churrete acanelado,Cinclodes fuscus,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,4.0,-43.6083783,-71.8178073,True,False,True,S100199252,
thtray1,Rayadito,Aphrastura spinicauda,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,4.0,-43.6083783,-71.8178073,True,False,True,S100199252,
whcela1,Fío-fío,Elaenia albiceps,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,3.0,-43.6083783,-71.8178073,True,False,True,S100199252,
chiswa1,Golondrina chilena,Tachycineta leucopyga,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,2.0,-43.6083783,-71.8178073,True,False,True,S100199252,
austhr1,Zorzal patagónico,Turdus falcklandii,L17339637,"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",2022-01-05 22:12,1.0,-43.6083783,-71.8178073,True,False,True,S100199252,
cosswa1,Cisne coscoroba,Coscoroba coscoroba,L606243,Humedal Tres Puentes,2022-01-05 21:59,2.0,-53.1162328,-70.8813,True,False,False,S100198630,
uplgoo1,Caiquén,Chloephaga picta,L606243,Humedal Tres Puentes,2022-01-05 21:59,4.0,-53.1162328,-70.8813,True,False,False,S100198630,
redsho1,Pato cuchara,Spatula platalea,L606243,Humedal Tres Puentes,2022-01-05 21:59,4.0,-53.1162328,-70.8813,True,False,False,S100198630,
chiwig1,Pato real,Mareca sibilatrix,L606243,Humedal Tres Puentes,2022-01-05 21:59,11.0,-53.1162328,-70.8813,True,False,False,S100198630,
yebtea1,Pato jergón chico,Anas flavirostris,L606243,Humedal Tres Puentes,2022-01-05 21:59,7.0,-53.1162328,-70.8813,True,False,False,S100198630,
lesyel,Pitotoy chico,Tringa flavipes,L606243,Humedal Tres Puentes,2022-01-05 21:59,2.0,-53.1162328,-70.8813,True,False,False,S100198630,
baisan,Playero de Baird,Calidris bairdii,L606243,Humedal Tres Puentes,2022-01-05 21:59,1.0,-53.1162328,-70.8813,True,False,False,S100198630,
pecsan,Playero pectoral,Calidris melanotos,L606243,Humedal Tres Puentes,2022-01-05 21:59,1.0,-53.1162328,-70.8813,True,True,False,S100198630,
fragul,Gaviota de Franklin,Leucophaeus pipixcan,L606243,Humedal Tres Puentes,2022-01-05 21:59,1.0,-53.1162328,-70.8813,True,False,False,S100198630,
kelgul,Gaviota dominicana,Larus dominicanus,L606243,Humedal Tres Puentes,2022-01-05 21:59,2.0,-53.1162328,-70.8813,True,False,False,S100198630,
yebpin1,Pato jergón grande,Anas georgica,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,5.0,-33.3980197,-70.6022,True,False,False,S131644455,
spfgal1,Tagüita común,Porphyriops melanops,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,5.0,-33.3980197,-70.6022,True,False,False,S131644455,
rebhaw2,Aguilucho común,Geranoaetus polyosoma,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,1.0,-33.3980197,-70.6022,True,False,False,S131644455,
monpar,Cotorra,Myiopsitta monachus,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,5.0,-33.3980197,-70.6022,True,False,False,S131644455,N
rutpla1,Rara,Phytotoma rara,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,2.0,-33.3980197,-70.6022,True,False,False,S131644455,
chimoc1,Tenca chilena,Mimus thenca,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,5.0,-33.3980197,-70.6022,True,False,False,S131644455,
ausbla1,Tordo,Curaeus curaeus,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,5.0,-33.3980197,-70.6022,True,False,False,S131644455,
yewbla2,Trile,Agelasticus thilius,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,5.0,-33.3980197,-70.6022,True,False,False,S131644455,
codfin1,Diuca común,Diuca diuca,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2022-01-05 21:56,2.0,-33.3980197,-70.6022,True,False,False,S131644455,
grygul,Gaviota garuma,Leucophaeus modestus,L16092139,"A-32, Arica, Arica y Parinacota, CL (-18.782, -70.288)",2022-01-05 21:35,11.0,-18.7823076,-70.2884888,True,False,True,S100544245,
rucspa1,Chincol,Zonotrichia capensis,L16092139,"A-32, Arica, Arica y Parinacota, CL (-18.782, -70.288)",2022-01-05 21:35,1.0,-18.7823076,-70.2884888,True,False,True,S100544245,
brnowl,Lechuza,Tyto furcata,L15786254,"A-32, Arica, Arica y Parinacota, CL (-18.751, -70.331)",2022-01-05 21:01,1.0,-18.7514663,-70.3312918,True,False,True,S100544219,
plurai1,Pidén común,Pardirallus sanguinolentus,L606243,Humedal Tres Puentes,2022-01-05 21:00,1.0,-53.1162328,-70.8813,True,False,False,S100221000,
hudgod,Zarapito de pico recto,Limosa haemastica,L606243,Humedal Tres Puentes,2022-01-05 21:00,2.0,-53.1162328,-70.8813,True,False,False,S100221000,
soasni3,Becacina común,Gallinago magellanica,L606243,Humedal Tres Puentes,2022-01-05 21:00,2.0,-53.1162328,-70.8813,True,False,False,S100221000,
brhgul2,Gaviota cáhuil,Chroicocephalus maculipennis,L17339054,"190 Santa Rosa, Puerto Varas, Los Lagos, CL (-41,315, -72,983)",2022-01-05 20:39,10.0,-41.3151425,-72.982635,True,False,True,S100195267,
bcnher,Huairavo común,Nycticorax nycticorax,L12016562,Chaitén--Pueblo,2022-01-05 20:33,1.0,-42.9182658,-72.7095984,True,False,False,S100197672,
blkvul,Jote de cabeza negra,Coragyps atratus,L12016562,Chaitén--Pueblo,2022-01-05 20:33,2.0,-42.9182658,-72.7095984,True,False,False,S100197672,
fiediu1,Diucón,Pyrope pyrope,L12016562,Chaitén--Pueblo,2022-01-05 20:33,1.0,-42.9182658,-72.7095984,True,False,False,S100197672,
houspa,Gorrión,Passer domesticus,L12016562,Chaitén--Pueblo,2022-01-05 20:33,5.0,-42.9182658,-72.7095984,True,False,False,S100197672,N
blcsis2,Jilguero austral,Spinus barbatus,L12016562,Chaitén--Pueblo,2022-01-05 20:33,15.0,-42.9182658,-72.7095984,True,False,False,S100197672,
chipig2,Torcaza,Patagioenas araucana,L17401377,Isla Teja--Humedal Sur,2022-01-05 20:30,1.0,-39.8202614,-73.2580601,True,False,False,S100197285,
neocor,Yeco,Nannopterum brasilianum,L17401377,Isla Teja--Humedal Sur,2022-01-05 20:30,1.0,-39.8202614,-73.2580601,True,False,False,S100197285,
bkfibi1,Bandurria común,Theristicus melanopis,L17401377,Isla Teja--Humedal Sur,2022-01-05 20:30,2.0,-39.8202614,-73.2580601,True,False,False,S100197285,
auspar1,Cachaña,Enicognathus ferrugineus,L17401377,Isla Teja--Humedal Sur,2022-01-05 20:30,1.0,-39.8202614,-73.2580601,True,False,False,S100197285,
tuttyr1,Cachudito común,Anairetes parulus,L17401377,Isla Teja--Humedal Sur,2022-01-05 20:30,2.0,-39.8202614,-73.2580601,True,False,False,S100197285,
spetyr1,Run-run,Hymenops perspicillatus,L17401377,Isla Teja--Humedal Sur,2022-01-05 20:30,1.0,-39.8202614,-73.2580601,True,False,False,S100197285,
houwre4,Chercán común,Troglodytes musculus,L17401377,Isla Teja--Humedal Sur,2022-01-05 20:30,2.0,-39.8202614,-73.2580601,True,False,False,S100197285,
